711, -62.8763, 302.187, 108.223
711, -62.5457, 301.985, 109.124
711, -62.4082, 301.454, 109.399
711, -62.4209, 300.966, 109.871
711, -62.4476, 300.158, 109.894
711, -62.4062, 299.5, 109.784
711, -62.4092, 298.941, 109.526
711, -62.4347, 298.349, 109.233
711, -62.449, 297.846, 108.993
711, -62.4221, 297.597, 108.876
711, -62.3812, 297.444, 108.801
711, -62.2605, 297.391, 108.724
711, -62.1321, 297.317, 108.549
711, -62.0096, 297.206, 108.367
711, -61.8716, 297.1, 108.13
711, -61.6674, 297.06, 108.078
711, -61.4624, 297.048, 108.045
711, -61.2957, 297.026, 107.983
711, -61.0996, 297.024, 107.914
711, -60.9795, 297.013, 107.879
711, -60.8972, 297.102, 107.928
711, -60.7925, 297.198, 107.997
711, -60.6899, 297.34, 108.091
711, -60.5773, 297.512, 108.19
711, -60.4146, 297.727, 108.317
711, -60.2668, 297.912, 108.432
711, -60.1991, 297.962, 108.482
711, -60.1595, 297.927, 108.457
711, -60.0785, 297.821, 108.375
711, -59.9477, 297.541, 108.153
711, -59.8073, 297.167, 107.882
711, -59.7637, 296.725, 107.595
711, -59.8041, 296.283, 107.33
711, -59.8579, 295.972, 107.135
711, -59.8376, 295.775, 106.953
711, -59.8513, 295.436, 106.67
711, -59.7794, 295.123, 106.21
711, -59.7264, 294.899, 105.853
711, -59.7559, 294.783, 105.68
711, -59.9529, 294.682, 105.464
711, -60.2227, 294.605, 105.408
711, -60.4608, 294.979, 105.615
711, -61.0206, 295.353, 105.708
711, -61.3941, 295.525, 105.709
711, -61.8253, 295.52, 105.675
711, -62.2658, 295.526, 105.657
711, -62.6819, 295.652, 105.704
711, -63.0817, 295.908, 106.032
711, -63.4663, 296.304, 106.355
711, -63.7935, 296.79, 106.695
711, -64.0106, 297.082, 106.892
711, -64.2704, 297.276, 107.087
711, -64.7659, 297.364, 107.385
711, -65.034, 297.437, 107.761
711, -65.0015, 297.173, 107.82
711, -64.8803, 297.006, 107.89
711, -64.18, 296.405, 107.679
711, -62.9487, 295.631, 107.336
711, -61.3878, 294.596, 107.153
711, -59.3879, 293.905, 107.425
711, -57.3853, 293.115, 107.447
